epoch,train,val,train_acc,val_acc
1,0.9311962872081333,0.6126324295997619,nan,nan
2,0.6210895930396186,0.3970098853111267,nan,nan
3,0.5554049493206872,0.39625685214996337,nan,nan
4,0.4900364498297373,0.3660470885038376,nan,nan
5,0.47436127417617374,0.34572516977787016,nan,nan
6,0.44251013729307387,0.35262212753295896,nan,nan
7,0.4163971149921417,0.36184137463569643,nan,nan
8,0.4073353851503796,0.3022330808639526,nan,nan
9,0.39987397177351847,0.3104196733236313,nan,nan
10,0.37171254396438597,0.3028711593151093,nan,nan
11,0.36147931900289326,0.3512142050266266,nan,nan
12,0.35989042467541166,0.31192137956619265,nan,nan
13,0.336453119052781,0.27728069841861724,nan,nan
14,0.3294632793797387,0.28909689009189604,nan,nan
15,0.3247808622320493,0.37061929345130923,nan,nan
16,0.3145733994576666,0.35335871934890745,nan,nan
17,0.3207549223634932,0.31160392820835114,nan,nan
18,0.3038708577553431,0.3674815446138382,nan,nan
19,0.29350336879491806,0.2962943947315216,nan,nan
20,0.2813587647014194,0.30166805803775787,nan,nan
21,0.2807452309462759,0.28888991236686706,nan,nan
22,0.28347940153545803,0.3651693207025528,nan,nan
23,0.26783491485648686,0.32602101981639864,nan,nan
24,0.2625858536693785,0.3676705700159073,nan,nan
25,0.26185528924067814,0.2818764817714691,nan,nan
