epoch,train,val,train_acc,val_acc
1,0.9611576571729448,0.9621309101581573,nan,nan
2,0.9512671191162533,0.9583339965343476,nan,nan
3,0.9551009680165184,0.9597210216522217,nan,nan
4,0.9450326870547401,0.969360077381134,nan,nan
5,0.941728763712777,0.9582578456401825,nan,nan
6,0.9370603885915544,0.951019924879074,nan,nan
7,0.9260315843423208,0.9411815726757049,nan,nan
8,0.8938051746951209,0.9491149687767029,nan,nan
9,0.8838582611083985,0.9443532145023346,nan,nan
10,0.8644596752855512,0.9432913529872894,nan,nan
11,0.8644681524568134,0.9298499155044556,nan,nan
12,0.8432009755240546,0.9643581557273865,nan,nan
13,0.8283648533291287,0.9919827508926392,nan,nan
14,0.8310704921351538,0.9929948496818543,nan,nan
15,0.8243546868695153,0.9757448744773864,nan,nan
16,0.8225033448139827,0.9304605138301849,nan,nan
17,0.7985823766390483,0.9430394625663757,nan,nan
18,0.8057896913422479,0.9353036880493164,nan,nan
19,0.7981925608052147,0.9293895089626312,nan,nan
20,0.7817157364553875,0.9365326392650605,nan,nan
21,0.773059777882364,0.9545293664932251,nan,nan
22,0.7720892951223586,0.9306968832015992,nan,nan
23,0.7414963760640886,0.9439443755149841,nan,nan
24,0.7288752800888485,0.9692049705982209,nan,nan
25,0.7484511511855655,1.0662012195587158,nan,nan
26,0.7289950124422709,0.9252857339382171,nan,nan
27,0.7192231334580316,0.9535512828826904,nan,nan
28,0.7066008761194017,1.1016102981567384,nan,nan
29,0.7110066102610694,0.9878556752204894,nan,nan
30,0.6942552387714386,1.0091332161426545,nan,nan
31,0.6924631870455212,0.9622766828536987,nan,nan
32,0.6721762919425964,0.914177051782608,nan,nan
33,0.663278090953827,1.0045097219944,nan,nan
34,0.6914658281538222,1.0437246477603912,nan,nan
35,0.6599255527390374,0.9603414237499237,nan,nan
36,0.6406803901327981,0.952986433506012,nan,nan
37,0.6547364093859991,1.0257719731330872,nan,nan
38,0.6542986479732725,0.9249028360843659,nan,nan
39,0.655192895465427,0.900823426246643,nan,nan
40,0.6508484015862147,1.0236815679073334,nan,nan
41,0.6297365988625421,1.0245413661003113,nan,nan
42,0.6486951225996017,0.908665007352829,nan,nan
43,0.6089618286821578,0.9813166725635528,nan,nan
44,0.6395405338870155,0.9306232357025146,nan,nan
45,0.6372792159848742,1.0943751287460328,nan,nan
46,0.5954574527343114,0.9433589422702789,nan,nan
47,0.6102576741907332,0.9398191869258881,nan,nan
48,0.5836035250955158,1.013912091255188,nan,nan
49,0.5988756464587317,0.9064935886859894,nan,nan
50,0.5815803313917584,0.9265592873096467,nan,nan
