epoch,train,val,train_acc,val_acc
1,0.8397736409637663,0.8032074642181396,nan,nan
2,0.673454798857371,0.8010217404365539,nan,nan
3,0.5107736343807644,0.6649967193603515,nan,nan
4,0.4544720725218455,0.6562534248828888,nan,nan
5,0.3317203120721711,0.6963069921731949,nan,nan
6,0.26028271231386396,0.6763009226322174,nan,nan
7,0.204296865661939,0.7238930141925812,nan,nan
8,0.16650191689531008,0.720472377538681,nan,nan
9,0.1309122238225407,0.7293430364131928,nan,nan
10,0.10318354472517967,0.7566074204444885,nan,nan
11,0.07502365395426751,0.746868087053299,nan,nan
12,0.059270983843339814,0.7398960149288177,nan,nan
13,0.05051423960261875,0.7885090863704681,nan,nan
14,0.044479250754747124,0.8177270603179931,nan,nan
15,0.04362125143822696,0.7670075249671936,nan,nan
16,0.04420513569894764,0.7828618860244752,nan,nan
17,0.045776118809978165,0.7926191484928131,nan,nan
18,0.04278488749431239,0.7513075053691864,nan,nan
19,0.03665122761908505,0.7709460377693176,nan,nan
20,0.03076103928602404,0.7574846780300141,nan,nan
21,0.026461784094572068,0.7825149357318878,nan,nan
22,0.030186391286551952,0.7376572751998901,nan,nan
23,0.036728343653182186,0.766204342842102,nan,nan
24,0.040727398552828364,0.7871307957172394,nan,nan
25,0.042811348136100505,0.7278767490386963,nan,nan
26,0.04725667832626237,0.7706720566749573,nan,nan
27,0.03976956762787368,0.752657128572464,nan,nan
28,0.03485546447750595,0.7479362344741821,nan,nan
29,0.02794013067252106,0.7466229963302612,nan,nan
30,0.024597829956975247,0.7538109230995178,nan,nan
31,0.023192347722748915,0.7697426927089691,nan,nan
32,0.026007068670458263,0.7473302054405212,nan,nan
33,0.0293998418831163,0.7777636682987213,nan,nan
34,0.030130870271888044,0.7901507556438446,nan,nan
35,0.038154750855432615,0.7716366243362427,nan,nan
36,0.03590627138813337,0.7770955681800842,nan,nan
37,0.028531859815120696,0.7509382915496826,nan,nan
38,0.026362197308076752,0.7741225814819336,nan,nan
39,0.03268983495732149,0.7680538284778595,nan,nan
40,0.031852675125830704,0.7549324226379395,nan,nan
41,0.029312109835445882,0.7616694438457489,nan,nan
42,0.0290195580613282,0.7781498885154724,nan,nan
43,0.030869224555790425,0.7640955460071563,nan,nan
44,0.030058563869032596,0.75737713098526,nan,nan
45,0.026174811327622997,0.785658175945282,nan,nan
46,0.024080664111922185,0.7649635708332062,nan,nan
47,0.02254870415147808,0.7674516260623931,nan,nan
48,0.026174588087532254,0.772547504901886,nan,nan
49,0.03463013088951508,0.7666819357872009,nan,nan
50,0.0338355044565267,0.7674063658714294,nan,nan
