epoch,train,val,train_acc,val_acc
1,0.7658042449421353,0.519811178445816,nan,nan
2,0.5946625328726238,0.4316980969905853,nan,nan
3,0.5417525882191129,0.38841757774353025,nan,nan
4,0.500173214673996,0.3837388151884079,nan,nan
5,0.4786407569381926,0.352324098944664,nan,nan
6,0.46100722670555117,0.34351774156093595,nan,nan
7,0.43778237336211734,0.39210699558258055,nan,nan
8,0.40898145900832283,0.37675639867782595,nan,nan
9,0.39448898553848266,0.3431083047389984,nan,nan
10,0.386362780796157,0.31452921390533445,nan,nan
11,0.37273650573359596,0.3339396983385086,nan,nan
12,0.3509483343362808,0.29682939767837524,nan,nan
13,0.34875866615109974,0.2852695155143738,nan,nan
14,0.3340512732664744,0.28830077946186067,nan,nan
15,0.3155484014749527,0.3134288036823273,nan,nan
16,0.31771816353003185,0.31304882645606996,nan,nan
17,0.3010093292925093,0.2907596051692963,nan,nan
18,0.28272664189338687,0.2942799723148346,nan,nan
19,0.2898965506090058,0.2922684782743454,nan,nan
20,0.28982796596156224,0.2886219751834869,nan,nan
21,0.2754320863220427,0.37737814605236053,nan,nan
22,0.2614136658443345,0.31274174511432645,nan,nan
23,0.26950162049796844,0.31430155992507935,nan,nan
24,0.2603443514969614,0.29525664150714875,nan,nan
25,0.24306671288278367,0.2915177798271179,nan,nan
