epoch,train,val,train_acc,val_acc
1,0.692984713713328,0.46224883317947385,nan,nan
2,0.4758983810742696,0.3278387862443924,nan,nan
3,0.3876368965705236,0.2934900331497192,nan,nan
4,0.3531221873892678,0.2693254506587982,nan,nan
5,0.3358963397807545,0.2683875739574432,nan,nan
6,0.3256417687402831,0.26375703811645507,nan,nan
7,0.31223302165667216,0.25913229167461393,nan,nan
8,0.3037021749880579,0.27061159193515777,nan,nan
9,0.2977635110086865,0.25644223153591156,nan,nan
10,0.2895206437839402,0.25526716351509093,nan,nan
11,0.28655431667963666,0.25868428230285645,nan,nan
12,0.281781770421399,0.255872483253479,nan,nan
13,0.2728762092192968,0.25320530831813814,nan,nan
14,0.26999700920449365,0.2560088139772415,nan,nan
15,0.26292106449604036,0.25280517637729644,nan,nan
16,0.25799732307593026,0.2581997561454773,nan,nan
17,0.25365577469269435,0.28670309484004974,nan,nan
18,0.24908346318536334,0.2634920394420624,nan,nan
19,0.24852893104155857,0.2548292303085327,nan,nan
20,0.24449905614058176,0.25802140712738036,nan,nan
21,0.2384781206316418,0.2581905144453049,nan,nan
22,0.23168799158599643,0.25677767872810364,nan,nan
23,0.23072273910045624,0.2765590822696686,nan,nan
24,0.22537639366255866,0.25357141852378845,nan,nan
25,0.22246957212686538,0.26073874592781066,nan,nan
