epoch,train_loss,val_loss,best_val_so_far
1,0.8181102898493597,0.8065859719793848,0.8065859719793848
2,0.808350507225376,0.8076275644150186,0.8065859719793848
3,0.8074489922761716,0.8016760669490124,0.8016760669490124
4,0.8059998217540413,0.8016156887120389,0.8016156887120389
5,0.8011448918819561,0.8001774834825638,0.8001774834825638
6,0.7990925732436489,0.7969139414898893,0.7969139414898893
7,0.7980021656713826,0.798509807979807,0.7969139414898893
8,0.7978434331993223,0.7967132751611953,0.7967132751611953
9,0.7965728850837106,0.7943711486902643,0.7943711486902643
10,0.7961399883424971,0.7949777568908448,0.7943711486902643
11,0.7946810241900499,0.7954104568095918,0.7943711486902643
12,0.7935398632711217,0.7899067833068523,0.7899067833068523
13,0.7931872275382188,0.7885966909692642,0.7885966909692642
14,0.7911296033337315,0.787332055099467,0.787332055099467
15,0.7900436783552905,0.7863602428994281,0.7863602428994281
16,0.7894060541631264,0.7882130256992705,0.7863602428994281
17,0.7873674669762257,0.7850474271368473,0.7850474271368473
18,0.7868643887518766,0.7831665851334308,0.7831665851334308
19,0.7855210836570048,0.7828816546404616,0.7828816546404616
20,0.7850155035766229,0.7831619670416446,0.7828816546404616
21,0.7843633498698515,0.7840124847407036,0.7828816546404616
22,0.7836925279816449,0.7790545320257227,0.7790545320257227
23,0.782493188044612,0.7818839654643485,0.7790545320257227
24,0.7817168417118788,0.7803742045417745,0.7790545320257227
25,0.7807330618472104,0.7792796724020167,0.7790545320257227
26,0.78029874367825,0.7760293296677001,0.7760293296677001
27,0.7798200091417673,0.7779473481660194,0.7760293296677001
28,0.7797184218491793,0.7780088487457721,0.7760293296677001
29,0.7779758269954792,0.7772297808464538,0.7760293296677001
30,0.7774489218018344,0.7760239227655086,0.7760239227655086
31,0.7774810893730337,0.7730668215675557,0.7730668215675557
32,0.7772328051462155,0.7746603324058208,0.7730668215675557
33,0.7759952100013168,0.7726089948035301,0.7726089948035301
34,0.7756389054293851,0.7737697838468754,0.7726089948035301
35,0.7758435584205341,0.772634800444258,0.7726089948035301
36,0.7747947275053073,0.7720401724602314,0.7720401724602314
37,0.7749255572581873,0.7733269000941134,0.7720401724602314
38,0.7738011907801814,0.7742990011230428,0.7720401724602314
39,0.7738954053144591,0.7684312979591653,0.7684312979591653
40,0.7732319046766477,0.7713846012632898,0.7684312979591653
41,0.7721291760564553,0.7725853900960151,0.7684312979591653
42,0.7716421951011028,0.7716637396431983,0.7684312979591653
43,0.771546506811453,0.7707968709316659,0.7684312979591653
44,0.7711892633869044,0.7718965985039448,0.7684312979591653
45,0.7710104825755635,0.7696812343090138,0.7684312979591653
46,0.7699942527076953,0.769730474403564,0.7684312979591653
47,0.7702180551171068,0.7656259657220638,0.7656259657220638
48,0.7696368523169996,0.7672775841139733,0.7656259657220638
49,0.7688321463017193,0.7696719334480611,0.7656259657220638
50,0.7686278781561646,0.7700431682962052,0.7656259657220638
51,0.7686349512518306,0.7687894952424029,0.7656259657220638
52,0.7683204571718317,0.7674020281497468,0.7656259657220638
53,0.7674642062039981,0.7675757519108184,0.7656259657220638
54,0.7671767013012075,0.7677830746199222,0.7656259657220638
55,0.7671803086285105,0.7661126233795856,0.7656259657220638
56,0.7668184191866801,0.7676973558486776,0.7656259657220638
57,0.7666610754543297,0.7689814421724765,0.7656259657220638
58,0.7659770337310093,0.7678853026095857,0.7656259657220638
59,0.7660853912112353,0.763551688257684,0.763551688257684
60,0.7659468182244731,0.7672268447089703,0.763551688257684
61,0.7650243730448686,0.768163948934129,0.763551688257684
62,0.7648484906620301,0.7662974066556768,0.763551688257684
63,0.7649861252980389,0.7620550447956045,0.7620550447956045
64,0.7644166027499222,0.7648856760339534,0.7620550447956045
65,0.7643495535803684,0.76625930787401,0.7620550447956045
66,0.7630867574812488,0.7632988482079608,0.7620550447956045
67,0.7635954499846926,0.7646887952342947,0.7620550447956045
68,0.7637865146391518,0.7654473819631211,0.7620550447956045
69,0.7633051262823946,0.7682404793957447,0.7620550447956045
70,0.7633132166217426,0.7672049476111189,0.7620550447956045
71,0.7631537954257909,0.7627881264432947,0.7620550447956045
72,0.7626647974144632,0.76363982355341,0.7620550447956045
73,0.7625290793446453,0.764744629885288,0.7620550447956045
74,0.7617272472334751,0.7612506465074864,0.7612506465074864
75,0.7619142686253413,0.7640394745989049,0.7612506465074864
76,0.7620884276092169,0.7642542887875374,0.7612506465074864
77,0.7618032150512126,0.7650667054856077,0.7612506465074864
78,0.7612758340408653,0.7636345013024959,0.7612506465074864
79,0.7611937663911803,0.7618569585871189,0.7612506465074864
80,0.7606987419705227,0.7620851055104682,0.7612506465074864
81,0.7610325934911691,0.7638725895196834,0.7612506465074864
82,0.7606049149249867,0.765556571648476,0.7612506465074864
83,0.7599178861106275,0.7634235338327733,0.7612506465074864
84,0.7600813719652825,0.7634515936704392,0.7612506465074864
85,0.7599705275678247,0.7636104102464433,0.7612506465074864
86,0.7597424596372429,0.7659518331923383,0.7612506465074864
87,0.7598171818634448,0.7651967694784733,0.7612506465074864
88,0.759518027840924,0.7619240493216413,0.7612506465074864
89,0.7586037982155893,0.7635961127408007,0.7612506465074864
90,0.7591230209510111,0.761029137892926,0.761029137892926
91,0.7590739105546069,0.7622036686603059,0.761029137892926
92,0.7590707167962144,0.7622811413825826,0.761029137892926
93,0.758398589226693,0.7627770818294363,0.761029137892926
94,0.7586379520952652,0.7608173048876702,0.7608173048876702
95,0.7583054065570516,0.7671770092020643,0.7608173048876702
96,0.7573896276626297,0.7627898562461772,0.7608173048876702
97,0.7574799767445219,0.7609977354394629,0.7608173048876702
98,0.7574927292778825,0.7611156974701171,0.7608173048876702
99,0.7575700782906497,0.7646905656190629,0.7608173048876702
100,0.7574250624315678,0.7631356005973005,0.7608173048876702
