epoch,train,val,train_acc,val_acc
1,0.8926478081941605,0.821974505186081,nan,nan
2,0.7499970987108019,0.7652050650119782,nan,nan
3,0.6153815584712559,0.7631747734546661,nan,nan
4,0.545371307267083,0.7417067432403565,nan,nan
5,0.43452094342973496,0.7038575232028961,nan,nan
6,0.38856986231274077,0.7215248715877532,nan,nan
7,0.3251178718275494,0.7172330033779144,nan,nan
8,0.27542643745740253,0.734633845090866,nan,nan
9,0.22989339613252216,0.721827564239502,nan,nan
10,0.18712708095709482,0.7551325070858002,nan,nan
11,0.15817739288012186,0.8064543759822845,nan,nan
12,0.13164659438861742,0.754055701494217,nan,nan
13,0.10803553208708763,0.8191205811500549,nan,nan
14,0.0929103204773532,0.7913416802883149,nan,nan
15,0.07656437791056103,0.8551972353458405,nan,nan
16,0.06342780055271255,0.8550823950767517,nan,nan
17,0.05868222470084826,0.833695969581604,nan,nan
18,0.051342047270801335,0.8358269453048706,nan,nan
19,0.04654028978612688,0.7948767924308777,nan,nan
20,0.041535471139682666,0.8359765708446503,nan,nan
21,0.03962995345807738,0.85381600856781,nan,nan
22,0.039054932213491864,0.8215095257759094,nan,nan
23,0.03727871049609449,0.8237153303623199,nan,nan
24,0.03095186569210556,0.8059270966053009,nan,nan
25,0.030909002203908232,0.8219581425189972,nan,nan
26,0.027262602208389178,0.8173502826690674,nan,nan
27,0.027010054451723893,0.8028224527835846,nan,nan
28,0.03306772184454732,0.8061382544040679,nan,nan
29,0.03548084772295422,0.8563801157474518,nan,nan
30,0.03574188420342075,0.813445954322815,nan,nan
31,0.03254327440013488,0.7946905279159546,nan,nan
32,0.026021337778204017,0.8227010095119476,nan,nan
33,0.02226459691300988,0.7913415229320526,nan,nan
34,0.024382290585587423,0.7930452287197113,nan,nan
35,0.026001179868148434,0.7921069157123566,nan,nan
36,0.025745389266974394,0.79885608792305,nan,nan
37,0.031957539150284396,0.7975736773014068,nan,nan
38,0.03644752590192689,0.8279695689678193,nan,nan
39,0.03139486553354396,0.8293079793453216,nan,nan
40,0.026720557316309877,0.8245171940326691,nan,nan
41,0.02164939001823465,0.7921093797683716,nan,nan
42,0.020218030797938505,0.8022404170036316,nan,nan
43,0.020637790157149234,0.7839415538311004,nan,nan
44,0.022822482871512572,0.8002400875091553,nan,nan
45,0.02571887058723304,0.8037961077690124,nan,nan
46,0.02654877790560325,0.8047147393226624,nan,nan
47,0.028384164853228463,0.8039028823375702,nan,nan
48,0.029179987555576697,0.8128276824951172,nan,nan
49,0.02875569399446249,0.7970302760601043,nan,nan
50,0.027830394270519417,0.7927718377113342,nan,nan
